table,state_code,district_code,area_name,total,age_group,total_p,total_m,total_f,never_married_t,never_married_m,never_married_f,curr_married_t,curr_married_m,curr_married_f,widowed_t,widowed_m,widowed_f,separated_t,separated_m,separated_f,divorced_t,divorced_m,divorced_f,unspecified_t,unspecified_m,unspecified_f
C0402,28,0,State - ANDHRA PRADESH (28),Total,Less than 21,32063845,16447320,15616525,30101687,16126247,13975440,1914070,310690,1603380,27461,5912,21549,16998,3831,13167,3629,640,2989,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Rural,All ages,56361702,28243241,28118461,23219447,13227392,9992055,29113493,14349770,14763723,3656469,575563,3080906,309496,76986,232510,62797,13530,49267,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Rural,0-9,9189027,4724698,4464329,9189027,4724698,4464329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Rural,10-14,5565402,2859860,2705542,5474951,2829244,2645707,84474,28523,55951,3763,1150,2613,1959,845,1114,255,98,157,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Rural,15-19,5334069,2799993,2534076,4668758,2714975,1953783,650348,82131,568217,8232,1773,6459,5544,989,4555,1187,125,1062,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Rural,20-24,5263277,2682670,2580607,2502811,1916689,586122,2702653,757923,1944730,29281,4044,25237,22979,3281,19698,5553,733,4820,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Rural,25-29,4995581,2453142,2542439,770954,649472,121482,4098669,1786024,2312645,75533,8803,66730,40601,7018,33583,9824,1825,7999,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Rural,30-34,4233619,2106915,2126704,172345,130565,41780,3884978,1951786,1933192,119268,13060,106208,46718,9349,37369,10310,2155,8155,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Rural,35-39,4246358,2064444,2181914,66297,41969,24328,3944369,1990592,1953777,177494,18788,158706,48333,10985,37348,9865,2110,7755,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Rural,40-44,3540901,1819821,1721080,38425,23082,15343,3234378,1757304,1477074,218696,26695,192001,41507,11030,30477,7895,1710,6185,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Rural,45-49,3067300,1549594,1517706,22688,13097,9591,2754571,1491997,1262574,253757,34233,219524,30867,8998,21869,5417,1269,4148,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Rural,50-54,2441460,1229218,1212242,20907,12139,8768,2085768,1164257,921511,308322,44818,263504,22651,7017,15634,3812,987,2825,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Rural,55-59,1975179,878394,1096785,15021,8736,6285,1650501,820427,830074,293919,44230,249689,13536,4419,9117,2202,582,1620,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Rural,60-64,2342553,1066864,1275689,22195,10997,11198,1670364,959207,711157,631226,90724,540502,16101,5228,10873,2667,708,1959,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Rural,65-69,1624701,774178,850523,20252,10562,9690,1065221,672818,392403,529000,86865,442135,8711,3452,5259,1517,481,1036,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Rural,70-74,1148018,573247,574771,11014,6097,4917,642227,472904,169323,488884,91546,397338,4919,2326,2593,974,374,600,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Rural,75-79,460041,224296,235745,4046,2232,1814,244659,176779,67880,209342,44342,165000,1660,831,829,334,112,222,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Rural,80+,532778,234293,298485,17291,10177,7114,226628,162921,63707,286738,60334,226404,1633,741,892,488,120,368,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Rural,Age not stated,401438,201614,199824,202465,122661,79804,173685,74177,99508,23014,4158,18856,1777,477,1300,497,141,356,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Rural,Less than 18,17834125,9217963,8616162,17566386,9152552,8413834,255245,61741,193504,8052,2187,5865,3853,1329,2524,589,154,435,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Rural,Less than 21,21577429,11109126,10468303,20191613,10891508,9300105,1352579,211093,1141486,17999,3762,14237,12550,2417,10133,2688,346,2342,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Urban,All ages,28219075,14198905,14020170,12350159,6924820,5425339,14337807,7049511,7288296,1409846,193271,1216575,97780,25244,72536,23483,6059,17424,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Urban,0-9,4400170,2271587,2128583,4400170,2271587,2128583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Urban,10-14,2636193,1349024,1287169,2571411,1326853,1244558,60753,20792,39961,2582,723,1859,1166,528,638,281,128,153,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Urban,15-19,2759678,1396314,1363364,2477002,1351454,1125548,275853,43057,232796,4415,1026,3389,1988,660,1328,420,117,303,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Urban,20-24,2868817,1373027,1495790,1643268,1083802,559466,1204366,285611,918755,12882,2042,10840,6674,1293,5381,1627,279,1348,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Urban,25-29,2803455,1356745,1446710,681398,523957,157441,2075287,825980,1249307,30807,3677,27130,12619,2480,10139,3344,651,2693,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Urban,30-34,2350752,1193492,1157260,177925,133303,44622,2105275,1050278,1054997,49002,5720,43282,14528,3261,11267,4022,930,3092,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Urban,35-39,2260981,1134068,1126913,64813,43364,21449,2099068,1077685,1021383,77260,8014,69246,15841,3901,11940,3999,1104,2895,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Urban,40-44,1858572,974577,883995,34359,21332,13027,1709216,938307,770909,98592,10456,88136,13343,3624,9719,3062,858,2204,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Urban,45-49,1589969,825039,764930,21027,12199,8828,1432734,795988,636746,123774,13349,110425,10240,2825,7415,2194,678,1516,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Urban,50-54,1215926,633365,582561,17615,9500,8115,1044639,604104,440535,145021,17149,127872,7209,2164,5045,1442,448,994,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Urban,55-59,934419,472145,462274,13899,7123,6776,774534,445693,328841,140719,17785,122934,4386,1294,3092,881,250,631,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Urban,60-64,857284,418900,438384,15903,7154,8749,620592,382672,237920,215715,27591,188124,4286,1279,3007,788,204,584,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Urban,65-69,543153,260182,282971,14793,7004,7789,358796,228501,130295,166807,23801,143006,2304,745,1559,453,131,322,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Urban,70-74,371340,179496,191844,8271,3876,4395,214448,150457,63991,147122,24603,122519,1182,473,709,317,87,230,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Urban,75-79,176948,83178,93770,3897,1805,2092,95123,66043,29080,77322,15076,62246,461,211,250,145,43,102,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Urban,80+,221425,91694,129731,15761,8880,6881,102401,62684,39717,102467,19849,82618,622,239,383,174,42,132,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Urban,Age not stated,369993,186072,183921,188647,111627,77020,164722,71659,93063,15359,2410,12949,931,267,664,334,109,225,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Urban,Less than 18,8651278,4453758,4197520,8490718,4409978,4080740,153082,41435,111647,4980,1270,3710,2037,878,1159,461,197,264,0,0,0
C0402,28,0,State - ANDHRA PRADESH (28),Urban,Less than 21,10486416,5338194,5148222,9910074,5234739,4675335,561491,99597,461894,9462,2150,7312,4448,1414,3034,941,294,647,0,0,0
C0402,29,0,State - KARNATAKA (29),Total,All ages,61095297,30966657,30128640,27045469,15545658,11499811,30308035,14887994,15420041,3452273,462844,2989429,251572,60172,191400,37948,9989,27959,0,0,0
C0402,29,0,State - KARNATAKA (29),Total,0-9,10288228,5278694,5009534,10288228,5278694,5009534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C0402,29,0,State - KARNATAKA (29),Total,10-14,5736646,2955287,2781359,5613604,2915288,2698316,114206,36520,77686,4075,1164,2911,4320,2111,2209,441,204,237,0,0,0
C0402,29,0,State - KARNATAKA (29),Total,15-19,5827277,3042048,2785229,5158732,2943591,2215141,652905,94118,558787,8706,1882,6824,6101,2205,3896,833,252,581,0,0,0
C0402,29,0,State - KARNATAKA (29),Total,20-24,6052558,3109586,2942972,3474126,2498288,975838,2533903,604124,1929779,26138,3652,22486,15805,3102,12703,2586,420,2166,0,0,0
C0402,29,0,State - KARNATAKA (29),Total,25-29,5771606,2879254,2892352,1562681,1267040,295641,4114673,1598779,2515894,61145,7407,53738,28353,5114,23239,4754,914,3840,0,0,0
C0402,29,0,State - KARNATAKA (29),Total,30-34,4698380,2389594,2308786,448550,354417,94133,4111408,2015944,2095464,99106,11293,87813,33567,6541,27026,5749,1399,4350,0,0,0
C0402,29,0,State - KARNATAKA (29),Total,35-39,4695451,2319088,2376363,163691,112203,51488,4321427,2181584,2139843,164880,15428,149452,39206,8169,31037,6247,1704,4543,0,0,0
C0402,29,0,State - KARNATAKA (29),Total,40-44,3826712,1977768,1848944,83183,49064,34119,3491343,1898660,1592683,212257,20587,191670,34792,7934,26858,5137,1523,3614,0,0,0
C0402,29,0,State - KARNATAKA (29),Total,45-49,3519782,1804833,1714949,53206,27901,25305,3150927,1740811,1410116,282674,28103,254571,28998,6906,22092,3977,1112,2865,0,0,0
C0402,29,0,State - KARNATAKA (29),Total,50-54,2699270,1381969,1317301,37796,18132,19664,2314577,1322533,992044,323912,35349,288563,20292,5168,15124,2693,787,1906,0,0,0
C0402,29,0,State - KARNATAKA (29),Total,55-59,2142504,1056054,1086450,26581,12099,14482,1782762,1001992,780770,318821,38000,280821,12570,3462,9108,1770,501,1269,0,0,0
C0402,29,0,State - KARNATAKA (29),Total,60-64,2060052,994630,1065422,31781,13738,18043,1519470,916113,603357,495327,60940,434387,11950,3376,8574,1524,463,1061,0,0,0
C0402,29,0,State - KARNATAKA (29),Total,65-69,1520119,723687,796432,28293,13348,14945,1025559,644798,380761,457851,62747,395104,7460,2495,4965,956,299,657,0,0,0
C0402,29,0,State - KARNATAKA (29),Total,70-74,1061125,510419,550706,15908,7320,8588,612169,434871,177298,428185,66245,361940,4257,1783,2474,606,200,406,0,0,0
C0402,29,0,State - KARNATAKA (29),Total,75-79,524426,249834,274592,7512,3398,4114,280793,202168,78625,234133,43342,190791,1743,846,897,245,80,165,0,0,0
C0402,29,0,State - KARNATAKA (29),Total,80+,625310,268502,356808,23458,13450,10008,266941,187804,79137,332604,66268,266336,1928,876,1052,379,104,275,0,0,0
C0402,29,0,State - KARNATAKA (29),Total,Age not stated,45851,25410,20441,28139,17687,10452,14972,7175,7797,2459,437,2022,230,84,146,51,27,24,0,0,0
C0402,29,0,State - KARNATAKA (29),Total,Less than 18,19348199,9980895,9367304,19009356,9895297,9114059,322076,79692,242384,8832,2214,6618,7152,3329,3823,783,363,420,0,0,0
C0402,29,0,State - KARNATAKA (29),Total,Less than 21,23376316,12038159,11338157,22055248,11812852,10242396,1287587,216003,1071584,18095,3840,14255,13562,4938,8624,1824,526,1298,0,0,0
C0402,29,0,State - KARNATAKA (29),Rural,All ages,37469335,18929354,18539981,16506617,9514261,6992356,18456842,9058461,9398381,2304883,311363,1993520,179166,40265,138901,21827,5004,16823,0,0,0
C0402,29,0,State - KARNATAKA (29),Rural,0-9,6489114,3326513,3162601,6489114,3326513,3162601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C0402,29,0,State - KARNATAKA (29),Rural,10-14,3662475,1889725,1772750,3590947,1867346,1723601,66528,20454,46074,2355,675,1680,2464,1171,1293,181,79,102,0,0,0
C0402,29,0,State - KARNATAKA (29),Rural,15-19,3658264,1933809,1724455,3219546,1872963,1346583,428800,58306,370494,5590,1175,4415,3835,1244,2591,493,121,372,0,0,0
C0402,29,0,State - KARNATAKA (29),Rural,20-24,3549425,1849584,1699841,1938983,1456152,482831,1580612,389275,1191337,17108,2236,14872,11008,1714,9294,1714,207,1507,0,0,0
C0402,29,0,State - KARNATAKA (29),Rural,25-29,3283508,1645487,1638021,800163,670023,130140,2420171,967252,1452919,40307,4645,35662,19946,3064,16882,2921,503,2418,0,0,0
C0402,29,0,State - KARNATAKA (29),Rural,30-34,2657749,1332397,1325352,221783,179349,42434,2344912,1141405,1203507,63979,6732,57247,23789,4176,19613,3286,735,2551,0,0,0
C0402,29,0,State - KARNATAKA (29),Rural,35-39,2770958,1337639,1433319,80238,54996,25242,2554919,1267035,1287884,104548,9423,95125,27851,5381,22470,3402,804,2598,0,0,0
C0402,29,0,State - KARNATAKA (29),Rural,40-44,2320355,1183334,1137021,41184,23657,17527,2116654,1140477,976177,134471,13016,121455,25174,5441,19733,2872,743,2129,0,0,0
C0402,29,0,State - KARNATAKA (29),Rural,45-49,2165676,1103911,1061765,25880,13226,12654,1939887,1067087,872800,177049,18349,158700,20703,4739,15964,2157,510,1647,0,0,0
C0402,29,0,State - KARNATAKA (29),Rural,50-54,1665456,844160,821296,18347,8755,9592,1426010,808231,617779,204849,23173,181676,14709,3615,11094,1541,386,1155,0,0,0
C0402,29,0,State - KARNATAKA (29),Rural,55-59,1323457,636709,686748,12259,5823,6436,1102630,603762,498868,198698,24472,174226,8917,2415,6502,953,237,716,0,0,0
C0402,29,0,State - KARNATAKA (29),Rural,60-64,1352255,642294,709961,15370,6791,8579,993453,591409,402044,333628,41319,292309,8887,2510,6377,917,265,652,0,0,0
C0402,29,0,State - KARNATAKA (29),Rural,65-69,1039482,491844,547638,13656,6601,7055,698815,438658,260157,320700,44434,276266,5684,1975,3709,627,176,451,0,0,0
C0402,29,0,State - KARNATAKA (29),Rural,70-74,736309,352315,383994,7755,3739,4016,417719,300123,117596,307172,46917,260255,3290,1413,1877,373,123,250,0,0,0
C0402,29,0,State - KARNATAKA (29),Rural,75-79,350060,166285,183775,3544,1756,1788,184912,134543,50369,160183,29285,130898,1291,662,629,130,39,91,0,0,0
C0402,29,0,State - KARNATAKA (29),Rural,80+,418963,179395,239568,11678,6827,4851,172917,126588,46329,232689,45238,187451,1447,681,766,232,61,171,0,0,0
C0402,29,0,State - KARNATAKA (29),Rural,Age not stated,25829,13953,11876,16170,9744,6426,7903,3856,4047,1557,274,1283,171,64,107,28,15,13,0,0,0
C0402,29,0,State - KARNATAKA (29),Rural,Less than 18,12264302,6339510,5924792,12057294,6289635,5767659,197158,46552,150606,5345,1314,4031,4144,1860,2284,361,149,212,0,0,0
C0402,29,0,State - KARNATAKA (29),Rural,Less than 21,14762562,7629209,7133353,13896126,7489076,6407050,845178,134761,710417,11673,2381,9292,8531,2764,5767,1054,227,827,0,0,0
C0402,29,0,State - KARNATAKA (29),Urban,All ages,23625962,12037303,11588659,10538852,6031397,4507455,11851193,5829533,6021660,1147390,151481,995909,72406,19907,52499,16121,4985,11136,0,0,0
C0402,29,0,State - KARNATAKA (29),Urban,0-9,3799114,1952181,1846933,3799114,1952181,1846933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C0402,29,0,State - KARNATAKA (29),Urban,10-14,2074171,1065562,1008609,2022657,1047942,974715,47678,16066,31612,1720,489,1231,1856,940,916,260,125,135,0,0,0
C0402,29,0,State - KARNATAKA (29),Urban,15-19,2169013,1108239,1060774,1939186,1070628,868558,224105,35812,188293,3116,707,2409,2266,961,1305,340,131,209,0,0,0
C0402,29,0,State - KARNATAKA (29),Urban,20-24,2503133,1260002,1243131,1535143,1042136,493007,953291,214849,738442,9030,1416,7614,4797,1388,3409,872,213,659,0,0,0
C0402,29,0,State - KARNATAKA (29),Urban,25-29,2488098,1233767,1254331,762518,597017,165501,1694502,631527,1062975,20838,2762,18076,8407,2050,6357,1833,411,1422,0,0,0
C0402,29,0,State - KARNATAKA (29),Urban,30-34,2040631,1057197,983434,226767,175068,51699,1766496,874539,891957,35127,4561,30566,9778,2365,7413,2463,664,1799,0,0,0
C0402,29,0,State - KARNATAKA (29),Urban,35-39,1924493,981449,943044,83453,57207,26246,1766508,914549,851959,60332,6005,54327,11355,2788,8567,2845,900,1945,0,0,0
C0402,29,0,State - KARNATAKA (29),Urban,40-44,1506357,794434,711923,41999,25407,16592,1374689,758183,616506,77786,7571,70215,9618,2493,7125,2265,780,1485,0,0,0
C0402,29,0,State - KARNATAKA (29),Urban,45-49,1354106,700922,653184,27326,14675,12651,1211040,673724,537316,105625,9754,95871,8295,2167,6128,1820,602,1218,0,0,0
C0402,29,0,State - KARNATAKA (29),Urban,50-54,1033814,537809,496005,19449,9377,10072,888567,514302,374265,119063,12176,106887,5583,1553,4030,1152,401,751,0,0,0
C0402,29,0,State - KARNATAKA (29),Urban,55-59,819047,419345,399702,14322,6276,8046,680132,398230,281902,120123,13528,106595,3653,1047,2606,817,264,553,0,0,0
C0402,29,0,State - KARNATAKA (29),Urban,60-64,707797,352336,355461,16411,6947,9464,526017,324704,201313,161699,19621,142078,3063,866,2197,607,198,409,0,0,0
C0402,29,0,State - KARNATAKA (29),Urban,65-69,480637,231843,248794,14637,6747,7890,326744,206140,120604,137151,18313,118838,1776,520,1256,329,123,206,0,0,0
C0402,29,0,State - KARNATAKA (29),Urban,70-74,324816,158104,166712,8153,3581,4572,194450,134748,59702,121013,19328,101685,967,370,597,233,77,156,0,0,0
C0402,29,0,State - KARNATAKA (29),Urban,75-79,174366,83549,90817,3968,1642,2326,95881,67625,28256,73950,14057,59893,452,184,268,115,41,74,0,0,0
C0402,29,0,State - KARNATAKA (29),Urban,80+,206347,89107,117240,11780,6623,5157,94024,61216,32808,99915,21030,78885,481,195,286,147,43,104,0,0,0
C0402,29,0,State - KARNATAKA (29),Urban,Age not stated,20022,11457,8565,11969,7943,4026,7069,3319,3750,902,163,739,59,20,39,23,12,11,0,0,0
C0402,29,0,State - KARNATAKA (29),Urban,Less than 18,7083897,3641385,3442512,6952062,3605662,3346400,124918,33140,91778,3487,900,2587,3008,1469,1539,422,214,208,0,0,0
C0402,29,0,State - KARNATAKA (29),Urban,Less than 21,8613754,4408950,4204804,8159122,4323776,3835346,442409,81242,361167,6422,1459,4963,5031,2174,2857,770,299,471,0,0,0
C0402,30,0,State - GOA (30),Total,All ages,1458545,739140,719405,635073,362543,272530,729963,363869,366094,89070,11135,77935,3109,1121,1988,1330,472,858,0,0,0
C0402,30,0,State - GOA (30),Total,0-9,207171,106689,100482,207171,106689,100482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C0402,30,0,State - GOA (30),Total,10-14,110989,57417,53572,107570,56090,51480,3134,1212,1922,172,54,118,100,55,45,13,6,7,0,0,0
C0402,30,0,State - GOA (30),Total,15-19,113875,60075,53800,104638,57721,46917,8925,2215,6710,214,85,129,83,43,40,15,11,4,0,0,0
C0402,30,0,State - GOA (30),Total,20-24,130745,70616,60129,94418,59738,34680,35732,10707,25025,413,106,307,152,55,97,30,10,20,0,0,0
C0402,30,0,State - GOA (30),Total,25-29,132626,67744,64882,57592,39825,17767,74100,27693,46407,663,148,515,199,58,141,72,20,52,0,0,0
C0402,30,0,State - GOA (30),Total,30-34,125859,63471,62388,27471,20392,7079,96511,42646,53865,1435,297,1138,304,88,216,138,48,90,0,0,0
C0402,30,0,State - GOA (30),Total,35-39,126298,63541,62757,13313,9487,3826,109487,53487,56000,2831,361,2470,470,155,315,197,51,146,0,0,0
C0402,30,0,State - GOA (30),Total,40-44,108512,55504,53008,6645,4270,2375,96562,50519,46043,4640,490,4150,447,143,304,218,82,136,0,0,0
C0402,30,0,State - GOA (30),Total,45-49,94736,47867,46869,4031,2320,1711,83615,44660,38955,6512,678,5834,376,134,242,202,75,127,0,0,0
C0402,30,0,State - GOA (30),Total,50-54,76592,38782,37810,2837,1489,1348,65532,36377,29155,7820,766,7054,280,102,178,123,48,75,0,0,0
C0402,30,0,State - GOA (30),Total,55-59,65553,32021,33532,2152,1069,1083,54022,29901,24121,9030,929,8101,242,87,155,107,35,72,0,0,0
C0402,30,0,State - GOA (30),Total,60-64,61104,29100,32004,2052,951,1101,44370,26543,17827,14407,1503,12904,203,75,128,72,28,44,0,0,0
C0402,30,0,State - GOA (30),Total,65-69,41019,19005,22014,1411,647,764,26778,16768,10010,12659,1511,11148,123,55,68,48,24,24,0,0,0
C0402,30,0,State - GOA (30),Total,70-74,29055,12890,16165,1026,457,569,16038,10834,5204,11896,1552,10344,57,30,27,38,17,21,0,0,0
C0402,30,0,State - GOA (30),Total,75-79,16536,7228,9308,660,263,397,8154,5757,2397,7667,1180,6487,30,21,9,25,7,18,0,0,0
C0402,30,0,State - GOA (30),Total,80+,15781,6092,9689,1090,499,591,6074,4119,1955,8550,1450,7100,37,16,21,30,8,22,0,0,0
C0402,30,0,State - GOA (30),Total,Age not stated,2094,1098,996,996,636,360,929,431,498,161,25,136,6,4,2,2,2,0,0,0,0
C0402,30,0,State - GOA (30),Total,Less than 18,382097,197298,184799,374490,194807,179683,7139,2297,4842,298,100,198,148,81,67,22,13,9,0,0,0
C0402,30,0,State - GOA (30),Total,Less than 21,460192,239633,220559,441611,234328,207283,17871,5020,12851,470,159,311,209,106,103,31,20,11,0,0,0
C0402,30,0,State - GOA (30),Rural,All ages,551731,275436,276295,239844,135809,104035,271608,134115,137493,38646,4889,33757,1245,480,765,388,143,245,0,0,0
C0402,30,0,State - GOA (30),Rural,0-9,77203,39597,37606,77203,39597,37606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C0402,30,0,State - GOA (30),Rural,10-14,41666,21304,20362,40428,20836,19592,1113,420,693,84,23,61,35,23,12,6,2,4,0,0,0
C0402,30,0,State - GOA (30),Rural,15-19,42371,22000,20371,39059,21150,17909,3201,800,2401,85,35,50,23,12,11,3,3,0,0,0,0
C0402,30,0,State - GOA (30),Rural,20-24,47290,24590,22700,34827,21004,13823,12244,3534,8710,172,37,135,40,10,30,7,5,2,0,0,0
C0402,30,0,State - GOA (30),Rural,25-29,49917,25250,24667,23129,15889,7240,26450,9282,17168,257,52,205,58,20,38,23,7,16,0,0,0
C0402,30,0,State - GOA (30),Rural,30-34,48264,24210,24054,11582,8734,2848,35948,15305,20643,580,125,455,120,35,85,34,11,23,0,0,0
C0402,30,0,State - GOA (30),Rural,35-39,48386,24268,24118,5429,3944,1485,41471,20062,21409,1229,170,1059,192,74,118,65,18,47,0,0,0
C0402,30,0,State - GOA (30),Rural,40-44,40382,20562,19820,2498,1650,848,35686,18603,17083,1960,224,1736,178,66,112,60,19,41,0,0,0
C0402,30,0,State - GOA (30),Rural,45-49,35607,17794,17813,1383,812,571,31252,16572,14680,2753,314,2439,158,68,90,61,28,33,0,0,0
C0402,30,0,State - GOA (30),Rural,50-54,28856,14247,14609,932,508,424,24487,13391,11096,3287,300,2987,112,36,76,38,12,26,0,0,0
C0402,30,0,State - GOA (30),Rural,55-59,25084,12044,13040,728,389,339,20403,11196,9207,3825,408,3417,106,42,64,22,9,13,0,0,0
C0402,30,0,State - GOA (30),Rural,60-64,24296,11280,13016,719,331,388,17109,10217,6892,6361,696,5665,88,28,60,19,8,11,0,0,0
C0402,30,0,State - GOA (30),Rural,65-69,16890,7627,9263,506,247,259,10452,6632,3820,5845,710,5135,66,28,38,21,10,11,0,0,0
C0402,30,0,State - GOA (30),Rural,70-74,11833,5024,6809,340,143,197,6121,4182,1939,5324,676,4648,35,18,17,13,5,8,0,0,0
C0402,30,0,State - GOA (30),Rural,75-79,6436,2742,3694,221,95,126,3009,2151,858,3185,484,2701,14,8,6,7,4,3,0,0,0
C0402,30,0,State - GOA (30),Rural,80+,6332,2413,3919,380,176,204,2293,1598,695,3632,627,3005,19,11,8,8,1,7,0,0,0
C0402,30,0,State - GOA (30),Rural,Age not stated,918,484,434,480,304,176,369,170,199,67,8,59,1,1,0,1,1,0,0,0,0
C0402,30,0,State - GOA (30),Rural,Less than 18,142962,73308,69654,140141,72409,67732,2627,823,1804,138,43,95,48,29,19,8,4,4,0,0,0
